method,round,labels,pool_size,pct,avg_acc_top1,avg_acc_topk,acc_tuple_top1,acc_tuple_topk,top_k,added_labels
active_random,1,257,2183,11.772789738891435,0.5146804835924007,0.6545768566493955,"[0.5207253886010362, 0.5129533678756477, 0.5103626943005182]","[0.6502590673575129, 0.6632124352331606, 0.6502590673575129]",3,[]
active_random,2,263,2183,12.047640861200183,0.5284974093264249,0.6623488773747841,"[0.5181347150259067, 0.5362694300518135, 0.5310880829015544]","[0.6580310880829016, 0.6709844559585493, 0.6580310880829016]",3,"[23, 15, 86, 102, 196, 246]"
active_random,3,269,2183,12.322491983508932,0.5198618307426598,0.6666666666666666,"[0.5259067357512953, 0.5207253886010362, 0.5129533678756477]","[0.6632124352331606, 0.6709844559585493, 0.6658031088082902]",3,"[109, 19, 178, 212, 106, 240]"
active_random,4,275,2183,12.597343105817682,0.5284974093264249,0.6632124352331606,"[0.5362694300518135, 0.5207253886010362, 0.5284974093264249]","[0.6606217616580311, 0.6658031088082902, 0.6632124352331606]",3,"[71, 127, 180, 3, 9, 207]"
active_random,5,281,2183,12.872194228126432,0.5233160621761659,0.6735751295336788,"[0.5103626943005182, 0.5310880829015544, 0.5284974093264249]","[0.6761658031088082, 0.6709844559585493, 0.6735751295336787]",3,"[249, 246, 178, 2, 90, 140]"
active_random,6,287,2183,13.147045350435182,0.5362694300518135,0.6804835924006909,"[0.538860103626943, 0.5310880829015544, 0.538860103626943]","[0.6813471502590673, 0.6839378238341969, 0.6761658031088082]",3,"[75, 179, 66, 5, 207, 61]"
active_random,7,293,2183,13.42189647274393,0.5431778929188256,0.6848013816925734,"[0.5466321243523317, 0.5466321243523317, 0.5362694300518135]","[0.6865284974093264, 0.6839378238341969, 0.6839378238341969]",3,"[95, 58, 77, 79, 143, 234]"
active_random,8,299,2183,13.69674759505268,0.5466321243523317,0.6960276338514682,"[0.5414507772020726, 0.5518134715025906, 0.5466321243523317]","[0.694300518134715, 0.6994818652849741, 0.694300518134715]",3,"[202, 3, 144, 64, 7, 46]"
active_random,9,305,2183,13.971598717361429,0.5466321243523317,0.7037996545768568,"[0.5492227979274611, 0.5466321243523317, 0.5440414507772021]","[0.7020725388601037, 0.7124352331606217, 0.6968911917098446]",3,"[211, 36, 102, 250, 212, 113]"
active_random,10,311,2183,14.246449839670179,0.5561312607944732,0.7055267702936097,"[0.5569948186528497, 0.5595854922279793, 0.5518134715025906]","[0.7046632124352331, 0.7098445595854922, 0.7020725388601037]",3,"[187, 145, 240, 212, 138, 70]"
active_random,11,317,2183,14.521300961978929,0.5604490500863558,0.7107081174438687,"[0.5621761658031088, 0.5569948186528497, 0.5621761658031088]","[0.7124352331606217, 0.7098445595854922, 0.7098445595854922]",3,"[125, 222, 208, 231, 160, 186]"
active_random,12,323,2183,14.796152084287678,0.5673575129533679,0.7150259067357513,"[0.5544041450777202, 0.582901554404145, 0.5647668393782384]","[0.7072538860103627, 0.7150259067357513, 0.7227979274611399]",3,"[63, 240, 193, 97, 204, 3]"
active_random,13,329,2183,15.071003206596426,0.5682210708117444,0.7193436960276339,"[0.5673575129533679, 0.5673575129533679, 0.5699481865284974]","[0.7202072538860104, 0.7072538860103627, 0.7305699481865285]",3,"[131, 236, 87, 134, 222, 203]"
active_random,14,335,2183,15.345854328905176,0.575993091537133,0.7236614853195165,"[0.5751295336787565, 0.572538860103627, 0.5803108808290155]","[0.7202072538860104, 0.7305699481865285, 0.7202072538860104]",3,"[201, 187, 103, 15, 37, 20]"
active_random,15,341,2183,15.620705451213926,0.5639032815198618,0.7227979274611399,"[0.5647668393782384, 0.5647668393782384, 0.5621761658031088]","[0.7253886010362695, 0.7227979274611399, 0.7202072538860104]",3,"[88, 224, 179, 234, 132, 53]"
active_random,16,347,2183,15.895556573522676,0.5794473229706391,0.7288428324697755,"[0.5777202072538861, 0.5854922279792746, 0.5751295336787565]","[0.7202072538860104, 0.7331606217616581, 0.7331606217616581]",3,"[212, 36, 131, 45, 172, 212]"
active_random,17,353,2183,16.170407695831425,0.5872193436960277,0.7297063903281521,"[0.5854922279792746, 0.5854922279792746, 0.5906735751295337]","[0.7305699481865285, 0.727979274611399, 0.7305699481865285]",3,"[240, 231, 5, 18, 207, 63]"
active_random,18,359,2183,16.445258818140175,0.5924006908462868,0.733160621761658,"[0.5958549222797928, 0.5932642487046632, 0.5880829015544041]","[0.7253886010362695, 0.7357512953367875, 0.7383419689119171]",3,"[231, 124, 187, 198, 127, 88]"
active_random,19,365,2183,16.720109940448925,0.5967184801381693,0.7297063903281521,"[0.5958549222797928, 0.5984455958549223, 0.5958549222797928]","[0.7253886010362695, 0.7331606217616581, 0.7305699481865285]",3,"[115, 235, 90, 203, 3, 90]"
active_random,20,371,2183,16.994961062757675,0.5958549222797928,0.7392055267702936,"[0.5958549222797928, 0.6088082901554405, 0.582901554404145]","[0.7383419689119171, 0.7487046632124352, 0.7305699481865285]",3,"[208, 248, 91, 195, 233, 147]"
active_random,21,377,2183,17.26981218506642,0.5993091537132988,0.7417962003454232,"[0.5984455958549223, 0.6036269430051814, 0.5958549222797928]","[0.7512953367875648, 0.7435233160621761, 0.7305699481865285]",3,"[66, 120, 64, 222, 171, 118]"
active_random,22,383,2183,17.54466330737517,0.6027633851468049,0.7478411053540587,"[0.6062176165803109, 0.6062176165803109, 0.5958549222797928]","[0.7383419689119171, 0.7512953367875648, 0.7538860103626943]",3,"[5, 111, 249, 240, 117, 114]"
active_random,23,389,2183,17.81951442968392,0.6070811744386874,0.7452504317789291,"[0.616580310880829, 0.6062176165803109, 0.5984455958549223]","[0.7357512953367875, 0.7564766839378239, 0.7435233160621761]",3,"[109, 63, 247, 9, 187, 6]"
active_random,24,395,2183,18.09436555199267,0.6131260794473229,0.7590673575129534,"[0.6217616580310881, 0.616580310880829, 0.6010362694300518]","[0.7512953367875648, 0.7668393782383419, 0.7590673575129534]",3,"[188, 158, 61, 233, 231, 157]"
active_random,25,401,2183,18.36921667430142,0.616580310880829,0.7616580310880829,"[0.6139896373056994, 0.616580310880829, 0.6191709844559585]","[0.7616580310880829, 0.7564766839378239, 0.7668393782383419]",3,"[96, 129, 180, 112, 101, 187]"
active_random,26,407,2183,18.64406779661017,0.6226252158894646,0.7616580310880829,"[0.6269430051813472, 0.616580310880829, 0.6243523316062176]","[0.7590673575129534, 0.7564766839378239, 0.7694300518134715]",3,"[11, 249, 240, 51, 79, 39]"
active_random,27,413,2183,18.91891891891892,0.6286701208981001,0.7564766839378239,"[0.6217616580310881, 0.6373056994818653, 0.6269430051813472]","[0.7487046632124352, 0.7590673575129534, 0.7616580310880829]",3,"[138, 61, 251, 130, 66, 64]"
active_random,28,419,2183,19.19377004122767,0.6174438687392055,0.7659758203799655,"[0.616580310880829, 0.6243523316062176, 0.6113989637305699]","[0.7642487046632125, 0.7694300518134715, 0.7642487046632125]",3,"[212, 33, 130, 28, 231, 15]"
active_random,29,425,2183,19.46862116353642,0.6347150259067358,0.7582037996545768,"[0.6502590673575129, 0.6243523316062176, 0.6295336787564767]","[0.7564766839378239, 0.7564766839378239, 0.7616580310880829]",3,"[179, 66, 135, 208, 53, 195]"
active_random,30,431,2183,19.74347228584517,0.6217616580310881,0.7633851468048359,"[0.6295336787564767, 0.6191709844559585, 0.616580310880829]","[0.7564766839378239, 0.7668393782383419, 0.7668393782383419]",3,"[226, 248, 1, 184, 213, 208]"
active_random,31,437,2183,20.01832340815392,0.6295336787564767,0.7728842832469774,"[0.6243523316062176, 0.6398963730569949, 0.6243523316062176]","[0.7772020725388601, 0.7694300518134715, 0.772020725388601]",3,"[237, 251, 140, 35, 120, 96]"
active_random,32,443,2183,20.293174530462665,0.6347150259067358,0.7633851468048359,"[0.6347150259067358, 0.6424870466321243, 0.6269430051813472]","[0.7564766839378239, 0.772020725388601, 0.7616580310880829]",3,"[13, 240, 18, 12, 5, 203]"
active_random,33,449,2183,20.568025652771414,0.6321243523316062,0.7694300518134716,"[0.6424870466321243, 0.6321243523316062, 0.6217616580310881]","[0.7616580310880829, 0.7694300518134715, 0.7772020725388601]",3,"[3, 235, 81, 211, 171, 204]"
active_random,34,455,2183,20.842876775080164,0.6364421416234888,0.7694300518134716,"[0.6398963730569949, 0.6398963730569949, 0.6295336787564767]","[0.7797927461139896, 0.7590673575129534, 0.7694300518134715]",3,"[234, 234, 51, 141, 160, 84]"
active_random,35,461,2183,21.117727897388914,0.6373056994818653,0.7702936096718481,"[0.6476683937823834, 0.6347150259067358, 0.6295336787564767]","[0.7616580310880829, 0.772020725388601, 0.7772020725388601]",3,"[248, 230, 160, 208, 222, 215]"
active_random,36,467,2183,21.392579019697664,0.6347150259067358,0.7728842832469777,"[0.6424870466321243, 0.6347150259067358, 0.6269430051813472]","[0.7746113989637305, 0.7797927461139896, 0.7642487046632125]",3,"[122, 248, 88, 115, 233, 246]"
active_random,37,473,2183,21.667430142006413,0.6390328151986183,0.766839378238342,"[0.6321243523316062, 0.6502590673575129, 0.6347150259067358]","[0.7642487046632125, 0.772020725388601, 0.7642487046632125]",3,"[246, 250, 104, 102, 198, 178]"
active_random,38,479,2183,21.942281264315163,0.6511226252158895,0.7728842832469777,"[0.655440414507772, 0.6606217616580311, 0.6373056994818653]","[0.7642487046632125, 0.7772020725388601, 0.7772020725388601]",3,"[187, 231, 246, 127, 154, 110]"
active_random,39,485,2183,22.217132386623913,0.6485319516407599,0.7702936096718479,"[0.655440414507772, 0.6502590673575129, 0.6398963730569949]","[0.772020725388601, 0.772020725388601, 0.7668393782383419]",3,"[245, 198, 182, 178, 5, 233]"
active_random,40,491,2183,22.491983508932663,0.6511226252158894,0.7797927461139896,"[0.655440414507772, 0.655440414507772, 0.6424870466321243]","[0.7772020725388601, 0.7927461139896373, 0.7694300518134715]",3,"[5, 61, 29, 2, 127, 242]"
active_random,41,497,2183,22.766834631241412,0.657167530224525,0.7832469775474956,"[0.6580310880829016, 0.6658031088082902, 0.6476683937823834]","[0.7901554404145078, 0.7823834196891192, 0.7772020725388601]",3,"[3, 252, 44, 223, 231, 167]"
active_random,42,503,2183,23.041685753550162,0.6537132987910189,0.7780656303972365,"[0.6502590673575129, 0.6606217616580311, 0.6502590673575129]","[0.7797927461139896, 0.7823834196891192, 0.772020725388601]",3,"[127, 6, 80, 34, 234, 57]"
active_random,43,509,2183,23.316536875858908,0.6623488773747841,0.7823834196891192,"[0.6683937823834197, 0.6632124352331606, 0.655440414507772]","[0.7668393782383419, 0.7875647668393783, 0.7927461139896373]",3,"[176, 118, 160, 16, 207, 217]"
active_random,44,515,2183,23.591387998167658,0.6632124352331606,0.7867012089810017,"[0.6580310880829016, 0.6683937823834197, 0.6632124352331606]","[0.7875647668393783, 0.7875647668393783, 0.7849740932642487]",3,"[187, 5, 91, 249, 159, 245]"
active_random,45,521,2183,23.866239120476408,0.6658031088082902,0.7849740932642487,"[0.6606217616580311, 0.6761658031088082, 0.6606217616580311]","[0.7953367875647669, 0.7772020725388601, 0.7823834196891192]",3,"[88, 231, 232, 55, 4, 245]"
active_random,46,527,2183,24.141090242785157,0.6632124352331606,0.7858376511226252,"[0.6658031088082902, 0.6709844559585493, 0.6528497409326425]","[0.7772020725388601, 0.7901554404145078, 0.7901554404145078]",3,"[104, 222, 211, 133, 159, 3]"
active_random,47,533,2183,24.415941365093907,0.6666666666666666,0.7944732297063903,"[0.6761658031088082, 0.6735751295336787, 0.6502590673575129]","[0.7979274611398963, 0.7927461139896373, 0.7927461139896373]",3,"[104, 246, 1, 208, 9, 240]"
active_random,48,539,2183,24.690792487402657,0.6727115716753023,0.7884283246977547,"[0.6658031088082902, 0.6839378238341969, 0.6683937823834197]","[0.7772020725388601, 0.7927461139896373, 0.7953367875647669]",3,"[3, 234, 178, 43, 138, 106]"
active_random,49,545,2183,24.965643609711407,0.6649395509499136,0.7953367875647669,"[0.6606217616580311, 0.6735751295336787, 0.6606217616580311]","[0.8005181347150259, 0.7901554404145078, 0.7953367875647669]",3,"[5, 187, 10, 240, 242, 236]"
active_random,50,551,2183,25.240494732020156,0.6813471502590674,0.800518134715026,"[0.6813471502590673, 0.6865284974093264, 0.6761658031088082]","[0.8005181347150259, 0.810880829015544, 0.7901554404145078]",3,"[236, 101, 77, 171, 14, 231]"
active_random,51,557,2183,25.515345854328906,0.6744386873920553,0.8013816925734023,"[0.6735751295336787, 0.6839378238341969, 0.6658031088082902]","[0.7979274611398963, 0.805699481865285, 0.8005181347150259]",3,"[226, 124, 66, 13, 1, 19]"
active_random,52,563,2183,25.790196976637656,0.6718480138169257,0.803972366148532,"[0.6761658031088082, 0.6709844559585493, 0.6683937823834197]","[0.810880829015544, 0.805699481865285, 0.7953367875647669]",3,"[65, 2, 231, 35, 251, 90]"
active_random,53,569,2183,26.065048098946406,0.6649395509499136,0.8031088082901553,"[0.6683937823834197, 0.6658031088082902, 0.6606217616580311]","[0.8031088082901554, 0.8082901554404145, 0.7979274611398963]",3,"[6, 75, 53, 114, 187, 245]"
active_random,54,575,2183,26.339899221255152,0.6709844559585493,0.8091537132987909,"[0.6735751295336787, 0.6735751295336787, 0.6658031088082902]","[0.8082901554404145, 0.8186528497409327, 0.8005181347150259]",3,"[226, 207, 3, 117, 174, 163]"
active_random,55,581,2183,26.6147503435639,0.6796200345423143,0.8117443868739205,"[0.6761658031088082, 0.6839378238341969, 0.6787564766839378]","[0.8134715025906736, 0.805699481865285, 0.8160621761658031]",3,"[204, 125, 11, 25, 222, 160]"
active_random,56,587,2183,26.88960146587265,0.6787564766839379,0.8134715025906735,"[0.6865284974093264, 0.6839378238341969, 0.6658031088082902]","[0.8160621761658031, 0.8082901554404145, 0.8160621761658031]",3,"[3, 51, 222, 46, 231, 86]"
active_random,57,593,2183,27.1644525881814,0.6753022452504318,0.8117443868739205,"[0.689119170984456, 0.6735751295336787, 0.6632124352331606]","[0.810880829015544, 0.8186528497409327, 0.805699481865285]",3,"[191, 233, 103, 231, 111, 119]"
active_random,58,599,2183,27.43930371049015,0.6701208981001727,0.8091537132987909,"[0.6632124352331606, 0.6709844559585493, 0.6761658031088082]","[0.8031088082901554, 0.8160621761658031, 0.8082901554404145]",3,"[108, 175, 187, 231, 46, 197]"
active_random,59,605,2183,27.7141548327989,0.6770293609671848,0.8186528497409326,"[0.6813471502590673, 0.6813471502590673, 0.6683937823834197]","[0.8160621761658031, 0.8160621761658031, 0.8238341968911918]",3,"[29, 7, 246, 204, 120, 76]"
active_random,60,611,2183,27.98900595510765,0.6709844559585493,0.812607944732297,"[0.6709844559585493, 0.6761658031088082, 0.6658031088082902]","[0.8238341968911918, 0.810880829015544, 0.8031088082901554]",3,"[179, 6, 205, 98, 249, 111]"
active_random,61,617,2183,28.2638570774164,0.6761658031088084,0.8246977547495682,"[0.6865284974093264, 0.6865284974093264, 0.655440414507772]","[0.8212435233160622, 0.8316062176165803, 0.8212435233160622]",3,"[32, 211, 99, 187, 5, 246]"
active_random,62,623,2183,28.53870819972515,0.6753022452504318,0.8195164075993091,"[0.6865284974093264, 0.6683937823834197, 0.6709844559585493]","[0.8186528497409327, 0.8264248704663213, 0.8134715025906736]",3,"[130, 88, 6, 61, 136, 46]"
active_random,63,629,2183,28.8135593220339,0.6761658031088084,0.8186528497409326,"[0.6761658031088082, 0.6683937823834197, 0.6839378238341969]","[0.8316062176165803, 0.8082901554404145, 0.8160621761658031]",3,"[3, 212, 8, 11, 75, 208]"
active_random,64,635,2183,29.08841044434265,0.6761658031088084,0.81433506044905,"[0.6709844559585493, 0.6813471502590673, 0.6761658031088082]","[0.8134715025906736, 0.8134715025906736, 0.8160621761658031]",3,"[212, 205, 103, 135, 64, 46]"
active_random,65,641,2183,29.363261566651396,0.6727115716753023,0.8281519861830743,"[0.6761658031088082, 0.6839378238341969, 0.6580310880829016]","[0.8290155440414507, 0.8290155440414507, 0.8264248704663213]",3,"[184, 203, 22, 178, 103, 249]"
active_random,66,647,2183,29.638112688960145,0.6787564766839379,0.8238341968911916,"[0.6787564766839378, 0.6813471502590673, 0.6761658031088082]","[0.8212435233160622, 0.8316062176165803, 0.8186528497409327]",3,"[124, 90, 234, 187, 90, 51]"
active_random,67,653,2183,29.912963811268895,0.68566493955095,0.8221070811744386,"[0.694300518134715, 0.689119170984456, 0.6735751295336787]","[0.8316062176165803, 0.8212435233160622, 0.8134715025906736]",3,"[5, 113, 89, 195, 190, 213]"
